省份,地级市,县/区,纬度,经度,海拔(m),最优倾角辐射量(kWh/m²年),最佳倾角(°),预测系统效率,预测年发电量(kWh/kWp),水平面总辐射(kWh/m²年),直接辐射(kWh/m²年),散射辐射(kWh/m²年),散射辐射比例,年均温(°C),制冷度日数,供暖度日数,地形坡度(°),地形方位角(°),土地覆盖,人口密度
河北省,石家庄市,长安区,38.03682,114.538955,73,1599.90625,33,82.41%,1318.456543,1408.875,1049.859375,766.71875,0.546875,13.9375,1080.4375,2550.375,0.5,-1,333,58343
河北省,石家庄市,桥西区,38.025245,114.45004,75,1596.984375,33,82.27%,1313.810791,1402.0625,1043.898438,762.984375,0.546875,13.875,1069,2564.9375,0.5,-1,333,19232
河北省,石家庄市,井陉矿区,38.065446,114.062258,279,1641.875,33,82.33%,1351.731934,1430.757813,1122.164063,752.28125,0.5234375,13,886.375,2705.75,1.100000024,-1,333,1035
河北省,石家庄市,裕华区,38.007002,114.531599,65,1607.320313,33,82.27%,1322.313599,1410.71875,1049.28125,767.8515625,0.546875,13.9375,1086.625,2540.8125,0.300000012,-1,333,1799
河北省,石家庄市,藁城区,38.022177,114.846562,56,1612.578125,33,82.11%,1324.160767,1420.804688,1051.65625,776.2890625,0.546875,14.25,1142.0625,2487.6875,0.5,-1,333,2734
河北省,石家庄市,鹿泉区,38.086536,114.313559,123,1615.054688,33,82.20%,1327.518799,1412.984375,1070.390625,760.1640625,0.5390625,13.5625,1027.4375,2625.5625,0.899999976,-1,333,3476
河北省,石家庄市,栾城区,37.900915,114.647922,56,1610.585938,33,82.19%,1323.7229,1416.078125,1044.304688,774.09375,0.546875,14.1875,1124.5,2489.5625,0.400000006,-1,333,1106
河北省,石家庄市,井陉县,38.032366,114.145669,252,1595.140625,33,83.36%,1329.72937,1416.3125,1084.40625,747.65625,0.53125,13,898.5,2700.625,4.599999905,335.2999878,302,932
河北省,石家庄市,正定县,38.14699,114.57043,74,1614.492188,33,82.26%,1328.044312,1415.578125,1060.507813,767.4921875,0.5390625,13.875,1089.25,2574.75,,-1,333,2225
河北省,石家庄市,行唐县,38.437535,114.553044,103,1618.117188,33,82.41%,1333.539307,1412.265625,1071.117188,763.4609375,0.5390625,13.4375,1043.25,2700.25,0.400000006,-1,333,2689
河北省,石家庄市,灵寿县,38.307908,114.383013,109,1618.40625,33,82.29%,1331.727539,1413.617188,1072.617188,761.765625,0.5390625,13.4375,1040.1875,2675.8125,0.100000001,-1,333,1760
河北省,石家庄市,高邑县,37.615905,114.611659,50,1605.648438,32,82.07%,1317.800293,1416.632813,1031.523438,777,0.546875,14.25,1109.3125,2471.375,0.200000003,-1,333,1263
河北省,石家庄市,深泽县,38.184572,115.20089,41,1631.171875,33,82.27%,1342.034912,1430.835938,1070.4375,777.4375,0.546875,14.1875,1126.0625,2506.5625,0.300000012,-1,333,2052
河北省,石家庄市,赞皇县,37.666549,114.386114,119,1602.867188,33,82.18%,1317.185059,1412.164063,1042.96875,769.109375,0.546875,13.6875,1000.6875,2552.25,0.5,-1,333,1682
河北省,石家庄市,无极县,38.178852,114.976256,45,1621.390625,33,82.24%,1333.376953,1422.179688,1061.085938,774.59375,0.546875,14.125,1132.6875,2521.5,0.100000001,-1,333,2280
河北省,石家庄市,平山县,38.260288,114.186007,137,1625.164063,33,82.17%,1335.411377,1418.28125,1092.570313,753.734375,0.53125,13.25,980.6875,2698.0625,2.200000048,113.3000031,333,1368
河北省,石家庄市,元氏县,37.767332,114.525508,66,1600.625,33,82.29%,1317.174927,1410.875,1033.507813,772.984375,0.546875,14,1069.875,2508.25,0.800000012,-1,333,1094
河北省,石家庄市,赵县,37.756935,114.775914,43,1605.75,32,82.08%,1317.924316,1415.789063,1033.09375,778.25,0.546875,14.375,1148.625,2440.9375,0.400000006,-1,333,2615
河北省,石家庄市,辛集市,37.943239,115.217626,42,1628.367188,33,82.22%,1338.86377,1432.695313,1060.851563,781.2734375,0.546875,14.4375,1146.125,2436.875,0.300000012,-1,333,710
河北省,石家庄市,晋州市,38.033937,115.044141,48,1624.3125,33,82.24%,1335.813232,1427.53125,1059.726563,778.078125,0.546875,14.3125,1148.6875,2471.625,,-1,333,2535
河北省,石家庄市,新乐市,38.343952,114.683745,78,1624.445313,33,82.34%,1337.55249,1420.179688,1073.6875,768.359375,0.5390625,13.75,1092.3125,2626.375,0.400000006,-1,333,1739
河北省,唐山市,路南区,39.624988,118.154348,25,1714.5625,36,83.08%,1424.510254,1461.085938,1235.273438,741.546875,0.5078125,12.375,880.0625,2918.1875,0.400000006,-1,333,7259
河北省,唐山市,路北区,39.625079,118.201085,24,1714.632813,36,83.01%,1423.25293,1462.25,1236.195313,741.8515625,0.5078125,12.3125,878.3125,2932.125,1.600000024,-2,333,12679
河北省,唐山市,古冶区,39.73392,118.447134,51,1723.5625,36,83.11%,1432.493164,1463.820313,1248.539063,738.28125,0.5078125,11.9375,824.1875,3029.875,2,-2,333,1182
河北省,唐山市,开平区,39.671634,118.262246,32,1717.554688,36,83.15%,1428.064087,1462.617188,1239.023438,740.890625,0.5078125,12.1875,866.875,2962.5,0.400000006,-1,333,2650
河北省,唐山市,丰南区,39.576031,118.085169,5,1714.992188,36,83.02%,1423.858154,1461.492188,1229.65625,743.8828125,0.5078125,12.5625,898.875,2863.9375,0.200000003,-1,333,772
河北省,唐山市,丰润区,39.832919,118.162426,51,1725.460938,36,83.13%,1434.446777,1462.875,1255.53125,734.765625,0.5,12,860,3025.9375,0.800000012,-1,333,25055
河北省,唐山市,曹妃甸区,39.273528,118.460197,4,1737.625,35,83.24%,1446.474243,1487.921875,1249.046875,753.453125,0.5078125,12.75,831.0625,2733.4375,,-1,333,1227
河北省,唐山市,滦南县,39.520272,118.68363,10,1726.28125,35,83.10%,1434.526001,1473.867188,1242.195313,747.59375,0.5078125,12.1875,837.9375,2930.9375,,-1,333,2258
河北省,唐山市,乐亭县,39.425748,118.91245,12,1744.445313,36,83.48%,1456.263794,1488.40625,1264.859375,749.3203125,0.5,12.1875,765.5,2872.8125,0.300000012,-1,333,2052
河北省,唐山市,迁西县,40.141486,118.31467,107,1720.046875,37,82.97%,1427.065308,1460.523438,1281.789063,712.75,0.484375,11.25,766.0625,3199.875,4.900000095,313.5,333,1450
河北省,唐山市,玉田县,39.901827,117.738196,16,1719.40625,37,83.13%,1429.380127,1455.679688,1247.296875,732.8125,0.5,12,874.3125,3031.9375,0.899999976,-1,333,3066
河北省,唐山市,遵化市,40.189119,117.965878,53,1744.46875,37,83.22%,1451.769531,1464.773438,1303.8125,716.8046875,0.4921875,11.5625,806.5,3135.25,0.600000024,-1,333,6191
河北省,唐山市,迁安市,39.998861,118.701021,50,1742.460938,37,83.28%,1451.155151,1468.40625,1285.1875,727.5546875,0.4921875,11.5625,792.4375,3129.4375,,-1,333,2325
河北省,唐山市,滦州市,39.740963,118.70301,46,1738.476563,36,83.28%,1447.781372,1473.796875,1264.242188,739.484375,0.5,11.6875,800.5625,3083.6875,0.100000001,-1,333,1022
河北省,秦皇岛市,海港区,39.94756,119.564962,8,1785.320313,37,83.84%,1496.901489,1498.195313,1340.109375,729.015625,0.484375,11.125,659.125,3149.3125,,-1,333,5036
河北省,秦皇岛市,山海关区,39.978882,119.775187,3,1772.125,37,84.00%,1488.591675,1490.375,1326.78125,726.71875,0.484375,11.125,665.0625,3160.6875,,-1,333,405
河北省,秦皇岛市,北戴河区,39.834912,119.48449,12,1760.078125,37,84.00%,1478.409424,1488.101563,1304.867188,732.765625,0.4921875,11.3125,648.25,3065.0625,1.200000048,-2,333,802
河北省,秦皇岛市,抚宁区,39.876253,119.244847,19,1753.335938,37,83.57%,1465.317993,1481.71875,1299.367188,729.921875,0.4921875,11.375,727.625,3117.9375,0.5,-1,333,621
河北省,秦皇岛市,青龙满族自治县,40.407473,118.94985,245,1798.890625,38,83.22%,1497.028687,1496.445313,1412.4375,700.3203125,0.46875,10.3125,640.1875,3430.25,5.900000095,132.3999939,333,418
河北省,秦皇岛市,昌黎县,39.699677,119.199846,5,1758.984375,37,83.53%,1469.194214,1488.007813,1292.25,738.1015625,0.4921875,11.6875,743.6875,3038.375,0.100000001,-1,333,2735
河北省,秦皇岛市,卢龙县,39.892564,118.891931,55,1752.570313,37,83.22%,1458.53833,1479.09375,1291.304688,733.0390625,0.4921875,11.375,769.25,3169.0625,0.600000024,-1,333,821
河北省,邯郸市,邯山区,36.59457,114.531062,59,1566.382813,30,82.02%,1284.776123,1403.085938,949.609375,801.234375,0.5703125,14.8125,1147.5625,2294,,-1,333,2529
河北省,邯郸市,丛台区,36.636434,114.492875,56,1562.757813,31,82.09%,1282.813599,1399.195313,947.734375,799.59375,0.5703125,14.75,1147.0625,2305.0625,0.300000012,-1,333,8597
河北省,邯郸市,复兴区,36.638879,114.462581,59,1557.109375,31,81.98%,1276.49707,1394.757813,942.2578125,798.46875,0.5703125,14.75,1148.3125,2309.875,0.100000001,-1,333,1117
河北省,邯郸市,峰峰矿区,36.419298,114.212571,132,1553.78125,30,82.08%,1275.374023,1392.703125,940.6484375,796.640625,0.5703125,14.375,1058.5,2367,0.899999976,-1,333,4576
河北省,邯郸市,肥乡区,36.548545,114.800199,53,1574.835938,31,82.05%,1292.095337,1410.125,960.8359375,800.671875,0.5703125,14.875,1149.375,2258.8125,,-1,333,1073
河北省,邯郸市,永年区,36.74188,114.536626,59,1569.695313,31,82.03%,1287.694702,1402.554688,957.4609375,797.0234375,0.5703125,14.75,1141.3125,2312.4375,,-1,333,1438
河北省,邯郸市,临漳县,36.322504,114.585514,67,1557.554688,30,82.01%,1277.299072,1398.34375,933.71875,804.140625,0.578125,15,1151.0625,2229.375,,-1,333,1379
河北省,邯郸市,成安县,36.445331,114.670094,59,1569.789063,30,82.02%,1287.518066,1407.085938,950.0234375,803.3984375,0.5703125,15,1155.375,2241.0625,0.200000003,-1,333,1493
河北省,邯郸市,大名县,36.286406,115.147985,47,1562.617188,30,82.19%,1284.350708,1404.289063,938.96875,807.2578125,0.578125,15.0625,1146.3125,2207.375,0.300000012,-1,333,2635
河北省,邯郸市,涉县,36.586073,113.692157,521,1634.015625,32,82.31%,1344.99353,1442.695313,1084.132813,775.3984375,0.5390625,12.125,698.0625,2825.75,2.400000095,105,303,817
河北省,邯郸市,磁县,36.37507,114.373965,70,1554.234375,30,82.00%,1274.486084,1394.117188,931.1484375,802.2109375,0.578125,14.875,1146.1875,2268.0625,0.400000006,-1,333,1671
河北省,邯郸市,邱县,36.811783,115.200049,38,1598.390625,31,82.09%,1312.177612,1424.421875,992.1328125,799.390625,0.5625,14.875,1140,2266.875,0.300000012,-1,302,848
河北省,邯郸市,鸡泽县,36.911525,114.889951,34,1587.476563,31,82.04%,1302.351807,1414.921875,984.625,794.8515625,0.5625,14.875,1160.5625,2294.25,0.100000001,-1,302,1493
河北省,邯郸市,广平县,36.476727,114.921185,49,1573.445313,31,82.11%,1291.890625,1408.898438,955.546875,802.6796875,0.5703125,15,1152.5625,2237.8125,,-1,305,951
河北省,邯郸市,馆陶县,36.548295,115.281818,45,1585.59375,31,82.13%,1302.236816,1419.09375,969.921875,805.1015625,0.5703125,15,1142.5625,2230.5,0.300000012,-1,333,2199
河北省,邯郸市,魏县,36.35926,114.939217,57,1562.734375,30,82.12%,1283.312744,1403,941.71875,804.125,0.5703125,15,1149.9375,2219.4375,,-1,333,4725
河北省,邯郸市,曲周县,36.766347,114.957549,40,1584.40625,31,82.09%,1300.595703,1414.421875,976.578125,797.90625,0.5625,14.875,1150.875,2280.1875,0.400000006,-1,333,1257
河北省,邯郸市,武安市,36.69759,114.203685,196,1578.640625,31,82.10%,1296.118896,1407.226563,979.34375,791.53125,0.5625,14,1004,2453.9375,1.299999952,-2,333,3033
河北省,邢台市,襄都区,37.071314,114.507443,72,1585.15625,31,82.14%,1301.982788,1409.515625,990.015625,789.015625,0.5625,14.3125,1088,2416.25,,-1,333,12274
河北省,邢台市,信都区,37.093798,114.468229,80,1585.84375,31,82.15%,1302.71106,1408.03125,991.421875,787.609375,0.5625,14.25,1080.0625,2428.1875,0.699999988,-1,333,5300
河北省,邢台市,任泽区,37.121958,114.671339,44,1591.828125,31,82.03%,1305.834229,1414.554688,998.703125,787.90625,0.5546875,14.625,1153.8125,2359.125,,-1,333,1024
河北省,邢台市,南和区,37.005626,114.683683,47,1590.398438,31,81.96%,1303.49585,1416.023438,992.53125,791.859375,0.5625,14.75,1162.3125,2333.1875,,-1,333,1349
河北省,邢台市,临城县,37.444512,114.498651,98,1602.21875,32,82.28%,1318.362061,1415.84375,1023.734375,778.328125,0.546875,13.8125,1017.375,2535.5,2.599999905,-2,333,616
河北省,邢台市,内丘县,37.287612,114.512226,79,1598.03125,32,82.19%,1313.433838,1414.773438,1011.546875,783.21875,0.5546875,14.0625,1057.25,2479.5,0.300000012,-1,333,940
河北省,邢台市,柏乡县,37.48288,114.693447,37,1598.273438,32,82.04%,1311.297607,1413.90625,1016.765625,781.4453125,0.5546875,14.5,1153.0625,2411.5625,,-1,333,1118
河北省,邢台市,隆尧县,37.351232,114.770509,37,1601.03125,32,82.04%,1313.525391,1418.835938,1016.304688,784.203125,0.5546875,14.5625,1155.75,2384.5,0.699999988,-1,333,1357
河北省,邢台市,宁晋县,37.624524,114.940006,31,1602.382813,32,82.02%,1314.320923,1417.789063,1026.25,782.2578125,0.5546875,14.5,1155.4375,2404.1875,0.100000001,-1,333,1997
河北省,邢台市,巨鹿县,37.221293,115.037884,31,1602.96875,32,82.13%,1316.454834,1422.054688,1012.171875,788.703125,0.5546875,14.6875,1145.4375,2343.6875,,-1,333,1264
河北省,邢台市,新河县,37.520891,115.251005,27,1617.554688,32,82.20%,1329.678345,1430.4375,1035.5625,787.7578125,0.546875,14.625,1143.3125,2364.6875,0.300000012,-1,333,905
河北省,邢台市,广宗县,37.074795,115.142766,32,1605.84375,32,82.15%,1319.241455,1426.53125,1010.007813,792.40625,0.5546875,14.6875,1134.5625,2323.1875,0.300000012,-1,333,974
河北省,邢台市,平乡县,37.063771,115.03008,34,1600.890625,32,82.10%,1314.25293,1422.632813,1004.335938,792.5625,0.5546875,14.75,1149.5,2321.3125,0.200000003,-1,333,1593
河北省,邢台市,威县,36.975164,115.266829,37,1607.296875,32,82.20%,1321.215698,1429.976563,1007.835938,796.3984375,0.5546875,14.6875,1125.375,2305,,-1,333,1168
河北省,邢台市,清河县,37.0451,115.665081,31,1610.40625,32,82.22%,1324.077026,1431.015625,1010.351563,798.8828125,0.5546875,14.75,1125.625,2298.5,,-1,333,1660
河北省,邢台市,临西县,36.871312,115.501258,36,1595.289063,31,82.21%,1311.561279,1421.28125,989.4375,799.9453125,0.5625,14.8125,1131.875,2267.6875,0.400000006,-1,333,728
河北省,邢台市,南宫市,37.358907,115.40866,27,1621.84375,32,82.23%,1333.620972,1435.445313,1033.1875,792.0078125,0.5546875,14.625,1125.375,2343.1875,0.400000006,-1,333,518
河北省,邢台市,沙河市,36.855548,114.503023,65,1567.117188,31,82.09%,1286.399536,1400.4375,960.9140625,794.890625,0.5703125,14.625,1123.9375,2346.375,0.400000006,-1,333,2735
河北省,保定市,竞秀区,38.877318,115.458671,23,1628.007813,34,82.60%,1344.661377,1414.742188,1081.671875,765.1640625,0.5390625,13.625,1086.5,2663.1875,0.699999988,-1,333,14533
河北省,保定市,莲池区,38.883528,115.497153,18,1631.625,34,82.58%,1347.387207,1416.585938,1084.929688,765.3515625,0.5390625,13.625,1089.25,2661.125,,-1,333,33307
河北省,保定市,满城区,38.949732,115.322246,44,1635.882813,34,82.53%,1350.12793,1417,1092.6875,760.78125,0.5390625,13.375,1051.9375,2717.0625,0.400000006,-1,333,1800
河北省,保定市,清苑区,38.76527,115.48988,18,1631.171875,34,82.50%,1345.667236,1420.765625,1077.195313,769.8125,0.5390625,13.75,1092.3125,2633.875,,-1,333,937
河北省,保定市,徐水区,39.018781,115.655772,20,1632.171875,34,82.59%,1348.011719,1415.570313,1089.796875,761.0390625,0.5390625,13.5,1072.6875,2696.1875,0.400000006,-1,333,1978
河北省,保定市,涞水县,39.394305,115.713651,45,1657.804688,35,82.73%,1371.447021,1423.117188,1140.648438,746.6171875,0.5234375,12.8125,972.3125,2848.4375,0.600000024,-1,333,2463
河北省,保定市,阜平县,38.849221,114.195118,273,1657.164063,35,82.53%,1367.604614,1425.304688,1151.71875,734.2734375,0.515625,11.9375,763.125,2968.1875,7.400000095,281.3999939,306,299
河北省,保定市,定兴县,39.263219,115.808183,30,1643.65625,35,82.85%,1361.696655,1420.070313,1121.0625,751.28125,0.53125,13.125,1030.625,2783.875,0.300000012,-1,333,1677
河北省,保定市,唐县,38.748477,114.982968,73,1633.21875,34,82.58%,1348.672974,1418.242188,1087.476563,764.1875,0.5390625,13.3125,1025,2724,0.400000006,-1,333,1828
河北省,保定市,高阳县,38.700846,115.779149,12,1643.03125,34,82.46%,1354.889893,1430.359375,1087.734375,773.6640625,0.5390625,13.875,1105.875,2590.3125,0.300000012,-1,333,1378
河北省,保定市,容城县,39.043321,115.861635,17,1646.257813,34,82.61%,1359.968506,1426.375,1108.71875,761.5390625,0.53125,13.5625,1076.25,2683.4375,0.300000012,-1,333,1156
河北省,保定市,涞源县,39.360622,114.694416,861,1847.960938,37,83.48%,1542.743896,1548.1875,1442.664063,719.984375,0.46875,9,420.0625,3686.5,2.299999952,225.5,333,2481
河北省,保定市,望都县,38.696221,115.15542,46,1629.945313,34,82.49%,1344.46582,1417.921875,1077.25,768.890625,0.5390625,13.5625,1066.375,2661.375,0.5,-1,333,1296
河北省,保定市,安新县,38.936102,115.935688,8,1640.867188,34,82.53%,1354.182861,1425.164063,1096.640625,765.171875,0.5390625,13.75,1095.4375,2622.8125,0.400000006,-1,302,938
河北省,保定市,易县,39.350219,115.497487,58,1651.804688,35,82.89%,1369.229248,1418.507813,1135.507813,745.171875,0.5234375,12.5,907.6875,2903.0625,0.300000012,-1,333,1414
河北省,保定市,曲阳县,38.614409,114.740476,89,1630.921875,34,82.41%,1344.106689,1416.828125,1085.1875,762.3984375,0.5390625,13.375,1044.9375,2713.5,,-1,302,1531
河北省,保定市,蠡县,38.488064,115.583701,19,1638.320313,33,82.38%,1349.641357,1432.335938,1080.5625,776.2421875,0.5390625,14,1120.625,2550.4375,,-1,333,1294
河北省,保定市,顺平县,38.837988,115.135133,51,1636.078125,34,82.47%,1349.312622,1418.085938,1088.914063,763.921875,0.5390625,13.375,1044.625,2712.9375,0.300000012,-1,333,889
河北省,保定市,博野县,38.458048,115.464295,27,1636.125,33,82.36%,1347.557251,1430.070313,1077.960938,775.5859375,0.5390625,14.0625,1120.5,2549.4375,0.400000006,-1,333,899
河北省,保定市,涿州市,39.485684,115.97444,37,1658.640625,35,82.73%,1372.198242,1424.132813,1144.210938,747.1796875,0.5234375,12.9375,1010.5625,2835.5625,0.300000012,-1,333,2028
河北省,保定市,定州市,38.516746,114.990321,60,1628.953125,33,82.43%,1342.721069,1422.421875,1075.609375,771.6875,0.5390625,13.625,1068.4375,2644.375,1.200000048,-2,333,2913
河北省,保定市,安国市,38.418985,115.327088,32,1628.90625,33,82.38%,1341.915039,1425.351563,1072.398438,774.1015625,0.546875,14,1114.9375,2554.125,0.400000006,-1,333,1365
河北省,保定市,高碑店市,39.327233,115.873612,33,1655.289063,35,82.71%,1369.011841,1424.875,1134.679688,750.078125,0.5234375,13.0625,1022.6875,2797.625,0.300000012,-1,333,11682
河北省,张家口市,桥东区,40.788472,114.894114,768,1942.289063,39,83.37%,1619.321777,1599.15625,1617.171875,690.703125,0.4296875,7.75,467.25,4180.625,3.700000048,288.8999939,333,2741
河北省,张家口市,桥西区,40.819553,114.868604,777,1946.84375,39,83.31%,1622.010864,1599.75,1620.78125,688.1171875,0.4296875,7.75,475,4198.625,1.700000048,-2,333,13216
河北省,张家口市,宣化区,40.609444,115.099515,647,1927.289063,38,83.31%,1605.539795,1589.976563,1582.109375,698.7890625,0.4375,8.8125,560.375,3895.1875,0.699999988,-1,333,9869
河北省,张家口市,下花园区,40.502628,115.287127,609,1904.171875,38,82.90%,1578.526733,1579.898438,1551.226563,700.1328125,0.4453125,9.0625,560.375,3811.4375,4.900000095,158.8999939,333,568
河北省,张家口市,万全区,40.767377,114.740584,751,1942.3125,39,83.80%,1627.614746,1593.1875,1614.078125,692.28125,0.4375,7.875,472.4375,4155,1.200000048,-2,333,824
河北省,张家口市,崇礼区,40.974741,115.282345,1250,1896.078125,39,83.66%,1586.326172,1562.65625,1601.835938,667.4453125,0.4296875,5.625,259.5625,4757.6875,1.299999952,-2,333,283
河北省,张家口市,张北县,41.159039,114.719927,1389,2014.59375,40,84.65%,1705.265381,1629.132813,1781.015625,658.9765625,0.40625,4.375,190.25,5155.0625,0.300000012,-1,333,688
河北省,张家口市,康保县,41.853016,114.60018,1422,2059.046875,41,84.63%,1742.607666,1645.78125,1849.421875,647.2890625,0.390625,4,219.3125,5305.4375,0.600000024,-1,333,337
河北省,张家口市,沽源县,41.670497,115.688544,1409,2018.820313,41,84.93%,1714.593872,1619.90625,1807.554688,645.96875,0.3984375,3.375,160.9375,5485.4375,0.899999976,-2,333,326
河北省,张家口市,尚义县,41.076588,113.968763,1353,2019.835938,40,84.15%,1699.737915,1630.203125,1777.148438,660.4375,0.40625,5.0625,254.625,4957.1875,0.600000024,-1,333,215
河北省,张家口市,蔚县,39.840154,114.589136,911,1900.226563,38,83.32%,1583.197998,1583.109375,1533.5625,709.3125,0.4453125,8.125,391.625,3972.8125,0.400000006,-1,333,1609
河北省,张家口市,阳原县,40.104303,114.150267,931,1959.5,39,83.43%,1634.781738,1617.179688,1625.046875,702.046875,0.4375,8.4375,438.4375,3914.9375,0.899999976,-1,333,891
河北省,张家口市,怀安县,40.67527,114.386488,827,1944.164063,39,83.33%,1620.037109,1593.34375,1624.40625,688.6171875,0.4296875,7.875,495.6875,4171.875,1.5,-2,333,749
河北省,张家口市,怀来县,40.415625,115.517868,565,1907.515625,38,83.26%,1588.160645,1579.898438,1539.679688,706.0078125,0.4453125,9.5,568.6875,3668.5625,0.899999976,-1,333,1405
河北省,张家口市,涿鹿县,40.382681,115.196835,533,1885.609375,38,82.89%,1562.904785,1564.476563,1510.015625,706.515625,0.453125,9.75,636.875,3629.9375,,-1,306,729
河北省,张家口市,赤城县,40.913348,115.831256,881,1926.492188,40,83.87%,1615.727539,1570.5625,1602.007813,677.984375,0.4296875,6.5,308.5,4483.1875,0.200000003,-1,333,300
河北省,承德市,双桥区,40.974679,117.943121,339,1717.382813,39,88.70%,1523.330566,1447.59375,1326.953125,661.59375,0.4609375,9.3125,570.125,3716.375,18.60000038,288.5,324,5842
河北省,承德市,双滦区,40.959426,117.799588,385,1821.5625,39,84.19%,1533.569092,1508.515625,1480.46875,677.0234375,0.4453125,9.375,578.5625,3721.8125,4.199999809,351,307,499
河北省,承德市,鹰手营子矿区,40.546424,117.659341,477,1821.429688,39,83.00%,1511.813599,1504.25,1466.640625,687.7109375,0.4609375,9.5625,560.5,3617.0625,1.600000024,-2,333,1503
河北省,承德市,承德县,40.768082,118.174166,295,1833.210938,39,83.32%,1527.452881,1513.140625,1481.804688,685.9453125,0.453125,10,637.1875,3531.875,2.099999905,289.2999878,333,473
河北省,承德市,兴隆县,40.417358,117.500558,578,1827.0625,38,82.54%,1507.985962,1510.382813,1471.125,687.5859375,0.453125,9.6875,555.9375,3565.8125,0.800000012,-1,333,483
河北省,承德市,滦平县,40.941644,117.332652,513,1837.867188,39,83.66%,1537.496216,1507.835938,1498.640625,677.96875,0.453125,9,535.375,3793.375,2.599999905,112.8000031,333,678
河北省,承德市,隆化县,41.314402,117.739026,567,1877.367188,40,83.77%,1572.714233,1523.476563,1579.070313,661.7265625,0.4375,8,444.375,4082,1,-2,333,302
河北省,承德市,丰宁满族自治县,41.209951,116.645798,654,1878.59375,40,83.57%,1569.936401,1529.578125,1553.617188,670.7890625,0.4375,7.0625,371,4355.375,0.400000006,-1,333,291
河北省,承德市,宽城满族自治县,40.611333,118.485472,305,1798.179688,38,83.18%,1495.805176,1495.195313,1426.296875,688.6875,0.4609375,10.125,636.875,3485.6875,2.599999905,277.5,333,667
河北省,承德市,围场满族蒙古族自治县,41.938372,117.75934,843,1937.625,41,83.67%,1621.257202,1555.773438,1674.84375,635.625,0.40625,5.25,285.875,4908.0625,0.800000012,-1,333,436
河北省,承德市,平泉市,41.018482,118.702032,507,1888.289063,40,83.74%,1581.341064,1540.203125,1562.585938,680.5625,0.4453125,8.5,485.8125,3936.5625,0.899999976,-1,333,801
河北省,沧州市,新华区,38.314094,116.866309,11,1668.84375,33,82.58%,1378.063354,1457.039063,1116.898438,782.1328125,0.5390625,13.875,1058.3125,2549.3125,0.100000001,-1,333,442
河北省,沧州市,运河区,38.283456,116.842964,13,1671.09375,33,82.53%,1379.204834,1459.125,1117.601563,782.3046875,0.5390625,13.875,1059.125,2542,0.300000012,-1,333,2006
河北省,沧州市,沧县,38.21985569,117.007478,9,1668.304688,33,82.54%,1376.954102,1456.8125,1111.46875,783.1015625,0.5390625,13.875,1051.6875,2547.5625,0.5,-1,303,235
河北省,沧州市,青县,38.583657,116.804137,11,1677.09375,34,82.57%,1384.747925,1458.351563,1129.898438,777.53125,0.53125,13.75,1056.4375,2582.5625,0.600000024,-1,333,1026
河北省,沧州市,东光县,37.888844,116.537138,15,1652.765625,33,82.41%,1362.011841,1452.34375,1080.335938,791.125,0.546875,14.125,1074.0625,2470.875,,-1,333,1014
河北省,沧州市,海兴县,38.143308,117.497545,9,1693.1875,34,82.65%,1399.402832,1476.304688,1142.742188,783.890625,0.53125,13.75,1021,2547.1875,0.400000006,-1,333,37
河北省,沧州市,盐山县,38.058074,117.230681,12,1674.632813,33,82.53%,1382.126587,1464.375,1115.375,786.6953125,0.5390625,13.875,1049,2538.75,0.300000012,-1,333,859
河北省,沧州市,肃宁县,38.423044,115.829619,16,1647.132813,33,82.39%,1357.053589,1441.078125,1090.859375,778.65625,0.5390625,14.0625,1108.9375,2528.3125,0.300000012,-1,333,907
河北省,沧州市,南皮县,38.038761,116.708603,13,1664.460938,33,82.41%,1371.704468,1457.414063,1098.0625,787.9375,0.5390625,14.0625,1073.1875,2491,0.400000006,-1,333,563
河北省,沧州市,吴桥县,37.628225,116.391557,19,1637.6875,32,82.45%,1350.195557,1445.570313,1059.320313,794.2265625,0.546875,14.3125,1090.8125,2419.125,0.300000012,-1,333,982
河北省,沧州市,献县,38.180381,116.152058,13,1653.453125,33,82.37%,1361.89563,1448.804688,1090.367188,784.03125,0.5390625,14.125,1098.5625,2501.5,0.100000001,-1,303,49
河北省,沧州市,孟村回族自治县,38.053438,117.104514,14,1668.179688,33,82.51%,1376.46167,1459.367188,1105.953125,786.7265625,0.5390625,13.9375,1052.25,2520.4375,0.400000006,-1,333,1008
河北省,沧州市,泊头市,38.084262,116.578322,16,1660.117188,33,82.40%,1367.892334,1454.054688,1094.664063,787.5390625,0.5390625,14.125,1081.1875,2488.6875,0.300000012,-1,333,5359
河北省,沧州市,任丘市,38.685325,116.084412,10,1655.890625,34,82.33%,1363.366089,1441.328125,1105.640625,774.8828125,0.5390625,13.9375,1099.375,2568.1875,0.400000006,-1,333,1021
河北省,沧州市,黄骅市,38.372266,117.330043,6,1680.164063,34,82.70%,1389.530396,1464.515625,1136.601563,779.4140625,0.53125,13.6875,1014.0625,2573.0625,,-1,333,592
河北省,沧州市,河间市,38.446656,116.099362,14,1656.421875,33,82.47%,1366.080078,1447.546875,1102.125,779.8828125,0.5390625,14,1093.1875,2531.6875,0.5,-1,333,2322
河北省,廊坊市,安次区,39.502569,116.694544,16,1679.25,35,82.76%,1389.720703,1439.40625,1167.007813,751.1875,0.5234375,13.3125,1049.3125,2743.375,0.300000012,-1,333,7370
